cod_transacao;num_conta;data_transacao;nome_transacao;valor_transacao
44852;80;2020-01-06 03:55:18 UTC;Compra Crédito;-3506
30770;697;2014-10-06 03:02:45 UTC;Compra Crédito;-3506
65835;453;2022-12-29 23:59:59.606404 UTC;Compra Crédito;-3506
13349;608;2015-08-06 20:26:54 UTC;Compra Débito;-3505
22292;265;2019-11-02 22:03:10 UTC;Compra Crédito;-3505
6810;309;2016-06-18 15:33:41 UTC;Compra Crédito;-3505
54552;904;2022-12-17 06:24:52 UTC;Compra Crédito;-3505
7763;143;2020-07-14 07:10:47 UTC;Compra Crédito;-3505
9012;751;2012-03-18 19:28:43 UTC;Compra Crédito;-3505
41119;17;2022-12-29 23:59:59.184168 UTC;Pix - Realizado;-3505
58795;277;2017-08-09 04:21:08 UTC;Compra Débito;-3504
15307;820;2019-01-17 15:25:55 UTC;Compra Débito;-3504
15370;347;2012-04-18 01:23:25 UTC;Compra Débito;-3504
4813;276;2021-03-24 18:54:35 UTC;Compra Crédito;-3504
6819;687;2022-12-08 22:38:16 UTC;Compra Crédito;-3504
64976;131;2022-12-29 23:59:59.833563 UTC;Compra Débito;-3503
68395;456;2022-04-04 09:13:51 UTC;Compra Débito;-3503
30896;325;2016-09-24 20:47:24 UTC;Compra Crédito;-3503
54863;72;2022-12-29 21:39:01 UTC;Compra Crédito;-3503
60124;652;2022-03-16 08:15:51 UTC;Compra Crédito;-3503
15046;406;2019-07-10 23:35:58 UTC;Compra Crédito;-3503
15641;563;2022-11-14 08:35:18 UTC;Pix - Realizado;-3503
53381;79;2022-12-30 00:00:00.821231 UTC;Pix - Realizado;-3503
32162;280;2019-09-13 20:42:30 UTC;Compra Débito;-3502
36109;663;2022-12-29 23:51:15 UTC;Compra Crédito;-3502
25256;435;2012-01-21 08:22:02 UTC;Compra Crédito;-3502
21918;730;2020-06-22 22:56:49 UTC;Compra Crédito;-3502
30932;349;2019-07-16 23:07:10 UTC;Compra Débito;-3501
16135;909;2019-04-02 16:47:57 UTC;Compra Débito;-3501
15189;654;2020-11-28 22:27:55 UTC;Compra Débito;-3501
30828;918;2022-09-03 20:58:36 UTC;Compra Débito;-3501
2392;525;2014-04-04 13:33:12 UTC;Compra Crédito;-3501
42200;825;2022-12-30 00:00:00.327581 UTC;Compra Crédito;-3501
61883;223;2022-12-29 23:59:59.909703 UTC;Compra Crédito;-3501
10530;387;2014-03-31 08:07:19 UTC;Compra Débito;-3499
19287;744;2020-12-01 11:58:05 UTC;Compra Débito;-3499
2400;787;2019-10-21 14:00:10 UTC;Compra Crédito;-3499
25246;282;2022-08-18 11:16:04 UTC;Compra Crédito;-3499
6319;981;2021-10-01 19:51:44 UTC;Compra Crédito;-3499
17455;809;2021-09-07 05:09:28 UTC;Compra Débito;-3498
43036;166;2019-06-21 05:16:48 UTC;Compra Débito;-3498
26087;772;2020-05-26 13:46:57 UTC;Compra Crédito;-3498
7784;563;2021-09-26 13:37:50 UTC;Compra Crédito;-3498
16607;836;2022-12-30 00:00:00.856975 UTC;Compra Crédito;-3498
64998;89;2022-12-29 23:59:59.492696 UTC;Compra Crédito;-3498
62067;90;2015-12-25 06:09:19 UTC;Compra Crédito;-3498
60475;669;2019-11-17 20:31:40 UTC;Compra Crédito;-3498
45337;441;2022-11-04 06:52:54 UTC;Compra Crédito;-3498
11837;463;2018-06-06 21:42:14 UTC;Compra Crédito;-3498
27889;779;2015-01-16 11:04:14 UTC;Compra Débito;-3497
9768;320;2019-03-20 21:16:48 UTC;Compra Débito;-3497
68486;396;2022-12-30 00:00:00.740862 UTC;Compra Débito;-3497
48833;652;2022-02-28 20:57:40 UTC;Compra Débito;-3497
14142;424;2022-12-26 00:49:38 UTC;Compra Débito;-3497
6166;194;2017-02-17 06:45:20 UTC;Compra Crédito;-3497
43272;784;2022-12-29 23:59:59.849104 UTC;Pix - Realizado;-3497
65327;601;2022-12-29 23:56:39 UTC;Compra Débito;-3496
42894;181;2022-09-26 14:51:41 UTC;Compra Débito;-3496
57729;769;2019-12-13 16:33:08 UTC;Compra Crédito;-3496
68805;286;2022-12-29 23:35:48 UTC;Compra Crédito;-3496
21494;646;2019-11-12 07:19:13 UTC;Compra Crédito;-3496
71473;972;2022-05-08 01:59:15 UTC;Compra Crédito;-3496
46585;452;2022-12-29 23:59:33 UTC;Pix - Realizado;-3496
40072;491;2022-12-29 23:59:59.617728 UTC;Pix - Realizado;-3496
43500;705;2019-02-20 07:05:54 UTC;Pagamento de boleto;-3496
19866;395;2022-12-29 23:56:55 UTC;Compra Débito;-3495
60462;909;2022-05-18 21:54:00 UTC;Compra Débito;-3495
55533;799;2022-12-30 00:00:00.257711 UTC;Compra Crédito;-3495
41074;305;2022-12-30 00:00:00.909008 UTC;Compra Crédito;-3495
35691;349;2019-10-15 08:50:48 UTC;Compra Crédito;-3495
21077;871;2022-12-29 23:59:59 UTC;Compra Crédito;-3495
54648;364;2016-11-02 17:47:47 UTC;Compra Crédito;-3495
41361;476;2019-03-04 11:49:22 UTC;Compra Crédito;-3495
52941;2;2022-12-30 00:00:00.02903 UTC;Pix - Realizado;-3495
48359;953;2022-12-29 23:59:59.574281 UTC;Pix - Realizado;-3495
41719;5;2017-08-07 12:31:07 UTC;Compra Débito;-3494
9902;590;2018-10-29 16:16:20 UTC;Compra Crédito;-3494
24153;666;2018-06-30 10:43:38 UTC;Compra Crédito;-3494
30322;721;2022-12-29 23:59:59.415782 UTC;Compra Crédito;-3494
67475;78;2022-12-30 00:00:00.624652 UTC;Pix - Realizado;-3494
44384;849;2022-12-30 00:00:00.137299 UTC;Pix - Realizado;-3494
45614;744;2021-05-17 09:13:02 UTC;Pix - Realizado;-3494
43379;490;2022-12-29 23:59:59.431819 UTC;Pix - Realizado;-3494
4858;879;2014-05-30 20:06:04 UTC;Compra Débito;-3493
48794;741;2019-06-16 20:15:09 UTC;Compra Débito;-3493
35325;602;2019-07-10 20:56:28 UTC;Compra Crédito;-3493
51604;374;2020-05-17 01:11:48 UTC;Compra Crédito;-3493
23824;421;2020-11-05 01:35:38 UTC;Compra Crédito;-3493
54581;223;2022-12-29 23:59:59.106516 UTC;Compra Crédito;-3493
17441;274;2020-10-15 10:56:57 UTC;Compra Débito;-3492
44136;530;2018-12-06 05:13:45 UTC;Compra Débito;-3492
33430;635;2022-12-29 23:59:58 UTC;Compra Débito;-3492
33319;157;2020-07-15 10:30:56 UTC;Compra Débito;-3492
48370;261;2022-09-11 10:23:42 UTC;Compra Crédito;-3492
71959;24;2022-12-30 00:00:00.12107 UTC;Compra Crédito;-3492
21154;563;2022-12-29 23:32:32 UTC;Compra Crédito;-3492
63946;99;2022-12-30 00:00:00.20872 UTC;Compra Crédito;-3492
27200;872;2022-12-30 00:00:00.116888 UTC;Compra Crédito;-3492
17206;191;2013-12-26 18:10:46 UTC;Compra Crédito;-3492
56479;714;2020-04-19 13:24:23 UTC;Compra Crédito;-3492
33405;214;2022-12-29 23:55:53 UTC;Compra Débito;-3491
28913;243;2021-01-01 23:26:12 UTC;Compra Débito;-3491
45439;536;2022-12-30 00:00:00.445907 UTC;Compra Crédito;-3491
62206;107;2022-07-22 21:29:51 UTC;Compra Débito;-3489
6287;918;2022-05-09 20:11:53 UTC;Compra Débito;-3489
36941;940;2022-07-28 07:26:44 UTC;Compra Débito;-3489
7180;880;2017-12-10 14:36:34 UTC;Compra Crédito;-3489
56555;587;2022-12-29 16:51:11 UTC;Pix - Realizado;-3489
69305;366;2022-12-29 23:59:59.671376 UTC;Pix - Realizado;-3489
23775;12;2016-04-08 18:24:48 UTC;Compra Débito;-3488
16698;311;2021-12-11 06:21:27 UTC;Compra Débito;-3488
16300;653;2020-07-22 17:52:12 UTC;Compra Débito;-3488
33042;485;2019-03-17 06:31:20 UTC;Compra Débito;-3488
23333;31;2018-10-29 21:27:10 UTC;Compra Crédito;-3488
7599;642;2022-02-22 16:28:32 UTC;Compra Crédito;-3488
14031;650;2022-12-27 20:39:27 UTC;Compra Crédito;-3488
41669;435;2017-12-21 23:46:55 UTC;Compra Crédito;-3488
19067;475;2022-12-21 23:48:51 UTC;Compra Crédito;-3488
69167;8;2022-12-30 00:00:00.876349 UTC;Compra Débito;-3487
42368;446;2017-03-03 20:41:32 UTC;Compra Débito;-3487
3443;744;2012-04-16 17:29:36 UTC;Compra Débito;-3487
54300;537;2022-12-23 14:49:21 UTC;Compra Crédito;-3487
18496;926;2018-09-14 06:47:12 UTC;Compra Crédito;-3487
17811;961;2022-04-17 16:40:59 UTC;Compra Crédito;-3487
48204;268;2021-05-07 15:16:59 UTC;Pix - Realizado;-3487
58791;432;2022-11-22 20:06:57 UTC;Pix - Realizado;-3487
57404;949;2021-07-11 05:20:14 UTC;Pix - Realizado;-3487
46578;790;2018-08-30 20:59:45 UTC;Compra Crédito;-3486
22872;563;2022-12-29 23:59:53 UTC;Compra Crédito;-3486
29992;514;2022-12-29 23:59:59.364896 UTC;Pix - Realizado;-3486
45798;764;2022-12-29 23:59:59.393563 UTC;Pix - Realizado;-3486
17903;546;2022-02-23 13:36:01 UTC;Compra Débito;-3485
32865;559;2018-03-23 05:42:09 UTC;Compra Débito;-3485
24598;586;2022-09-20 22:34:46 UTC;Compra Débito;-3485
34681;856;2017-05-22 12:33:04 UTC;Compra Débito;-3485
5375;115;2013-06-27 12:59:38 UTC;Compra Débito;-3485
16225;757;2021-04-18 10:06:31 UTC;Compra Débito;-3485
11633;765;2022-10-31 16:54:58 UTC;Compra Débito;-3485
66438;555;2019-02-17 02:51:05 UTC;Compra Crédito;-3485
12798;582;2013-05-08 10:05:49 UTC;Compra Crédito;-3485
47336;108;2022-12-29 23:59:59.179499 UTC;Pix - Realizado;-3485
26479;273;2021-06-25 00:44:11 UTC;Compra Crédito;-3484
42967;126;2020-10-25 17:43:43 UTC;Compra Débito;-3483
65444;641;2022-12-29 23:59:59.919478 UTC;Compra Débito;-3483
45361;879;2016-01-11 00:40:15 UTC;Compra Crédito;-3483
60722;955;2022-05-06 17:38:29 UTC;Compra Crédito;-3483
3221;754;2022-12-29 21:58:41 UTC;Compra Crédito;-3483
7024;806;2018-12-15 08:47:17 UTC;Compra Débito;-3482
62821;460;2022-11-13 19:19:11 UTC;Compra Débito;-3482
12709;524;2022-04-27 11:25:36 UTC;Compra Crédito;-3482
1650;536;2021-01-02 01:27:24 UTC;Compra Crédito;-3482
3402;33;2016-12-14 23:04:00 UTC;Compra Crédito;-3482
2676;589;2019-01-29 21:11:54 UTC;Compra Crédito;-3482
42929;398;2022-12-30 00:00:00.002727 UTC;Compra Crédito;-3482
50234;462;2019-10-09 13:09:29 UTC;Compra Crédito;-3482
58797;696;2022-12-29 23:59:59.71952 UTC;Pix - Realizado;-3482
71781;754;2022-12-29 23:59:59.225241 UTC;Pix - Realizado;-3482
48580;764;2022-12-29 23:59:59.710498 UTC;Pix - Realizado;-3482
19678;456;2020-09-14 02:29:19 UTC;Pagamento de boleto;-3482
13958;709;2021-03-30 23:14:38 UTC;Transferência entre CC - Débito;-3482
3688;913;2022-01-27 15:53:39 UTC;Compra Débito;-3481
33961;912;2021-06-18 15:02:12 UTC;Compra Crédito;-3481
52076;931;2022-12-30 00:00:00.910171 UTC;Compra Crédito;-3481
36895;601;2022-10-18 12:34:15 UTC;Pix - Realizado;-3481
71147;602;2021-02-19 04:34:16 UTC;Pix - Realizado;-3481
60059;843;2021-05-19 06:37:11.987946 UTC;Compra Débito;-3479
71487;347;2015-05-01 04:58:44 UTC;Compra Débito;-3479
30802;937;2022-12-29 23:59:59.144822 UTC;Compra Débito;-3479
6008;40;2015-10-24 03:52:06 UTC;Compra Crédito;-3479
19745;316;2021-05-13 04:50:50 UTC;Compra Crédito;-3479
45573;625;2022-12-21 16:54:24 UTC;Compra Crédito;-3479
13745;626;2022-12-24 07:13:44 UTC;Compra Crédito;-3479
59408;927;2012-11-14 19:35:57 UTC;Compra Crédito;-3479
63449;932;2022-12-29 23:59:17 UTC;Compra Crédito;-3479
37691;936;2020-01-15 06:17:38 UTC;Compra Crédito;-3479
4747;733;2021-01-17 04:27:32 UTC;Compra Crédito;-3479
62619;810;2022-12-20 09:56:55 UTC;Pix - Realizado;-3479
2077;253;2022-09-22 22:05:33 UTC;Pix - Realizado;-3479
12160;39;2022-07-27 00:14:33 UTC;Compra Débito;-3478
28360;140;2020-03-24 21:26:29 UTC;Compra Débito;-3478
62109;296;2022-01-25 18:22:22 UTC;Compra Crédito;-3478
24221;186;2022-09-29 15:46:47 UTC;Compra Crédito;-3478
7343;719;2017-03-03 21:03:43 UTC;Compra Crédito;-3478
52625;247;2022-12-29 23:59:59.126861 UTC;Pix - Realizado;-3478
17807;378;2018-11-22 15:31:08 UTC;Compra Débito;-3477
49795;394;2018-10-15 03:45:02 UTC;Compra Débito;-3477
62560;424;2022-12-29 23:59:59.449298 UTC;Compra Débito;-3477
51644;199;2019-09-30 11:37:26 UTC;Compra Débito;-3477
6627;634;2021-08-21 06:49:17 UTC;Compra Crédito;-3477
24492;164;2018-09-28 17:33:20 UTC;Compra Débito;-3476
58805;836;2022-12-30 00:00:00.584326 UTC;Compra Crédito;-3476
14982;71;2014-11-30 02:52:58 UTC;Compra Crédito;-3476
60284;620;2013-02-10 08:37:13 UTC;Compra Crédito;-3476
21677;622;2019-12-20 05:31:02 UTC;Compra Crédito;-3476
9187;498;2020-10-05 04:30:16 UTC;Compra Crédito;-3476
63519;355;2022-12-29 23:59:59.937462 UTC;Compra Débito;-3475
14109;933;2016-02-19 17:56:26 UTC;Compra Débito;-3475
15935;543;2018-01-13 02:03:58 UTC;Compra Crédito;-3475
27855;580;2016-09-16 17:15:10 UTC;Compra Crédito;-3475
64910;343;2022-12-30 00:00:00.096455 UTC;Compra Crédito;-3475
32207;965;2022-12-29 23:59:48 UTC;Compra Crédito;-3475
69357;767;2022-12-16 08:23:20 UTC;Compra Crédito;-3475
56693;180;2022-12-29 23:59:59.23984 UTC;Compra Débito;-3474
5908;580;2014-06-10 08:20:08 UTC;Compra Crédito;-3474
48918;251;2018-04-03 11:10:09 UTC;Pagamento de boleto;-3474
22108;859;2022-12-30 00:00:00.483598 UTC;Compra Débito;-3473
5981;621;2015-07-29 00:52:48 UTC;Compra Débito;-3473
31721;385;2019-02-11 22:02:34 UTC;Compra Débito;-3473
34426;970;2021-10-01 19:40:33 UTC;Compra Débito;-3473
47134;406;2022-09-19 14:13:59 UTC;Compra Crédito;-3473
52855;212;2022-12-01 01:13:15 UTC;Compra Crédito;-3473
36157;240;2022-12-29 23:59:59.15648 UTC;Compra Crédito;-3473
19821;779;2014-12-17 06:07:42 UTC;Compra Débito;-3472
22568;365;2021-07-03 00:24:16 UTC;Compra Débito;-3472
22485;676;2016-06-13 15:01:46 UTC;Compra Débito;-3472
13754;567;2013-12-28 07:16:21 UTC;Compra Crédito;-3472
22831;461;2022-08-09 06:13:36 UTC;Compra Crédito;-3472
5848;47;2022-10-17 12:27:33 UTC;Pix - Realizado;-3472
35011;800;2017-01-04 05:09:15 UTC;Compra Débito;-3471
57520;40;2022-12-29 23:59:47 UTC;Compra Débito;-3471
68133;321;2022-12-29 23:59:59.09239 UTC;Compra Débito;-3471
6826;990;2020-03-11 12:10:05 UTC;Compra Crédito;-3471
10179;980;2022-12-05 05:32:15 UTC;Pix - Realizado;-3471
71302;588;2022-12-30 00:00:00.738262 UTC;Compra Débito;-3469
19030;394;2017-04-11 05:34:05 UTC;Compra Débito;-3469
19263;644;2022-12-18 03:27:58 UTC;Compra Crédito;-3469
41475;49;2022-12-29 23:59:59.931223 UTC;Compra Débito;-3468
68506;177;2022-12-29 23:59:59.688063 UTC;Compra Débito;-3468
32358;948;2019-11-17 10:55:51 UTC;Compra Débito;-3468
39352;830;2020-12-25 14:33:19 UTC;Pix - Realizado;-3468
48872;88;2022-12-29 23:59:59.50198 UTC;Pix - Realizado;-3468
71880;432;2022-12-29 23:59:59.49324 UTC;Pix - Realizado;-3468
69129;481;2022-11-20 09:25:02 UTC;Pix - Realizado;-3468
57064;50;2022-12-30 00:00:00.09125 UTC;Compra Crédito;-3467
3337;616;2019-04-24 03:17:31 UTC;Compra Crédito;-3467
13048;112;2021-09-07 07:26:08 UTC;Compra Crédito;-3467
41071;625;2022-09-11 13:46:57 UTC;Compra Crédito;-3467
58266;710;2022-05-13 00:02:56 UTC;Compra Crédito;-3467
52316;748;2022-12-30 00:00:00.648487 UTC;Compra Crédito;-3467
60883;914;2022-05-06 00:16:59 UTC;Compra Débito;-3466
43656;666;2018-11-10 13:50:28 UTC;Compra Débito;-3466
1430;722;2018-05-23 14:00:10 UTC;Compra Débito;-3466
6149;272;2022-04-14 22:13:47 UTC;Compra Crédito;-3466
63806;449;2022-12-29 23:59:59.035686 UTC;Compra Crédito;-3466
20577;480;2014-04-16 00:02:38 UTC;Compra Crédito;-3466
23298;777;2022-12-29 23:59:59 UTC;Compra Débito;-3465
22622;311;2022-01-25 15:00:42 UTC;Compra Débito;-3465
57155;884;2022-12-25 13:04:04 UTC;Compra Crédito;-3465
20107;667;2022-12-29 23:39:54 UTC;Compra Crédito;-3465
8161;185;2011-09-03 19:07:05 UTC;Compra Crédito;-3465
28639;998;2014-07-23 16:57:00 UTC;Compra Crédito;-3465
10004;313;2022-09-04 07:17:18 UTC;Pix - Realizado;-3465
31392;107;2021-08-24 19:46:09 UTC;Pix - Realizado;-3465
51311;934;2022-12-29 22:47:26 UTC;Pix - Realizado;-3465
36672;460;2022-02-14 13:29:52 UTC;Pix - Realizado;-3465
70308;320;2022-12-29 23:59:53 UTC;Compra Débito;-3464
6476;578;2022-11-16 12:38:10 UTC;Compra Débito;-3464
52413;89;2022-12-29 23:59:59.052459 UTC;Compra Débito;-3464
64176;195;2014-06-14 11:24:20 UTC;Compra Débito;-3464
28944;821;2013-07-12 20:04:03 UTC;Compra Crédito;-3464
8088;838;2014-09-15 18:43:06 UTC;Compra Crédito;-3464
27783;342;2020-01-02 17:13:00 UTC;Compra Crédito;-3464
27643;602;2019-05-02 11:52:07 UTC;Compra Crédito;-3464
17370;719;2017-04-22 11:13:56 UTC;Compra Crédito;-3464
65513;36;2022-12-29 23:59:19 UTC;Pix - Realizado;-3464
56613;387;2022-12-30 00:00:00.748898 UTC;Pix - Realizado;-3464
61786;204;2022-07-02 00:35:28 UTC;Compra Débito;-3463
17674;512;2020-09-06 13:38:52 UTC;Compra Crédito;-3463
18408;382;2012-03-28 11:53:05 UTC;Compra Crédito;-3463
10540;968;2018-03-03 08:01:04 UTC;Compra Débito;-3462
37233;538;2022-12-30 00:00:00.43978 UTC;Compra Crédito;-3462
44446;910;2017-05-13 08:13:54 UTC;Compra Crédito;-3462
28389;423;2020-07-07 11:19:55 UTC;Compra Crédito;-3462
30240;951;2019-04-10 03:25:51 UTC;Compra Crédito;-3462
9146;240;2022-03-01 16:22:58 UTC;Compra Crédito;-3462
38060;501;2022-12-29 23:39:59 UTC;Compra Crédito;-3462
38247;761;2022-11-27 19:46:23 UTC;Compra Crédito;-3462
32013;270;2021-12-10 03:02:12 UTC;Pix - Realizado;-3462
24573;609;2018-03-04 22:55:18 UTC;Compra Débito;-3461
23230;264;2022-08-29 02:29:10 UTC;Compra Crédito;-3461
24237;801;2022-02-01 17:28:08 UTC;Compra Crédito;-3461
54956;62;2018-11-13 00:59:21 UTC;Compra Crédito;-3461
53457;389;2022-12-29 23:59:59.231889 UTC;Compra Crédito;-3461
39909;143;2022-12-29 23:20:50 UTC;Compra Crédito;-3461
54697;146;2013-04-27 13:18:29 UTC;Compra Crédito;-3461
44670;134;2016-04-07 23:14:27 UTC;Saque;-3460
2146;926;2018-05-06 11:01:20 UTC;Compra Débito;-3459
27419;413;2021-06-30 23:53:04 UTC;Compra Crédito;-3459
2947;930;2018-05-24 18:20:33 UTC;Compra Crédito;-3459
71977;274;2022-12-30 00:00:00.961613 UTC;Compra Débito;-3458
24614;857;2020-05-08 11:21:45 UTC;Compra Débito;-3458
37158;492;2019-05-20 16:00:05 UTC;Compra Débito;-3458
3735;368;2016-03-27 07:01:56 UTC;Compra Crédito;-3458
19191;371;2021-11-18 21:26:23 UTC;Compra Crédito;-3458
19587;635;2022-12-27 08:35:49 UTC;Compra Crédito;-3458
55466;711;2023-01-05 04:57:57.758837 UTC;Compra Crédito;-3458
52883;233;2017-07-18 09:15:03 UTC;Compra Crédito;-3458
42933;129;2018-07-25 07:29:13 UTC;Compra Débito;-3457
7179;622;2019-05-12 10:59:52 UTC;Compra Crédito;-3457
21382;906;2022-11-10 10:58:32 UTC;Compra Crédito;-3457
7681;919;2016-07-25 18:16:11 UTC;Compra Crédito;-3457
29959;425;2021-10-13 09:17:37 UTC;Compra Crédito;-3457
22538;456;2020-10-21 06:11:11 UTC;Compra Crédito;-3457
69118;773;2021-01-07 23:49:52 UTC;Pix - Realizado;-3457
59525;359;2021-11-27 10:51:38 UTC;Pix - Realizado;-3457
43065;485;2019-06-04 09:31:58 UTC;Compra Débito;-3456
32736;863;2016-06-28 21:20:01 UTC;Compra Crédito;-3456
36082;642;2022-12-29 23:55:04 UTC;Compra Crédito;-3456
38915;697;2015-11-23 05:47:43 UTC;Compra Crédito;-3456
40199;976;2018-04-09 14:13:32 UTC;Compra Crédito;-3456
1017;742;2019-05-25 18:25:09 UTC;Compra Crédito;-3456
39650;768;2022-11-17 02:14:00 UTC;Pix - Realizado;-3456
1137;538;2022-11-27 10:19:15 UTC;Pix - Realizado;-3456
54904;101;2022-11-25 18:21:14 UTC;Pix - Realizado;-3456
5296;332;2020-09-18 04:01:50 UTC;Transferência entre CC - Débito;-3456
28357;726;2022-04-23 18:29:59 UTC;Compra Débito;-3455
64470;985;2021-05-29 00:06:14 UTC;Compra Débito;-3455
37977;613;2020-05-04 04:56:15 UTC;Compra Crédito;-3455
64753;134;2016-12-23 20:37:00 UTC;Compra Crédito;-3455
64315;684;2022-12-29 23:58:17 UTC;Pix - Realizado;-3455
57867;252;2021-03-08 20:20:53 UTC;Pix - Realizado;-3455
47512;280;2020-10-03 06:11:29 UTC;Compra Crédito;-3454
19002;883;2015-10-04 14:56:36 UTC;Compra Crédito;-3454
36177;367;2019-10-06 16:06:14 UTC;Compra Débito;-3453
2804;696;2021-12-29 20:31:12 UTC;Compra Débito;-3453
47241;477;2022-12-30 00:00:00.532289 UTC;Compra Débito;-3453
53111;506;2019-11-23 10:48:48 UTC;Compra Débito;-3453
2548;431;2013-12-16 11:58:07 UTC;Compra Crédito;-3453
60268;251;2018-07-27 15:33:23 UTC;Compra Crédito;-3453
57536;292;2022-11-02 06:51:01 UTC;Pix - Realizado;-3453
52143;21;2022-08-29 10:19:05 UTC;Compra Débito;-3452
33314;65;2021-03-16 05:57:28 UTC;Compra Débito;-3452
18361;457;2019-04-07 15:03:13 UTC;Compra Débito;-3452
50412;491;2022-12-29 23:59:59.395716 UTC;Compra Débito;-3452
41737;26;2020-04-27 00:48:49 UTC;Compra Crédito;-3452
44207;45;2019-09-29 19:10:12 UTC;Compra Crédito;-3452
68996;324;2022-12-30 00:00:00.017922 UTC;Compra Crédito;-3452
2211;76;2015-11-17 17:11:00 UTC;Compra Crédito;-3452
2527;672;2019-11-02 07:58:18 UTC;Compra Crédito;-3452
17649;994;2019-10-11 19:39:47 UTC;Compra Crédito;-3452
65725;869;2022-12-29 23:59:59.199169 UTC;Compra Débito;-3451
44908;387;2022-12-29 23:57:09 UTC;Compra Débito;-3451
59790;684;2022-12-29 23:24:05 UTC;Compra Débito;-3451
11581;239;2017-09-02 04:11:19 UTC;Compra Débito;-3451
36530;262;2022-10-01 07:25:13 UTC;Compra Crédito;-3451
41786;817;2022-12-23 22:09:05 UTC;Compra Crédito;-3451
11009;88;2022-11-19 08:39:09 UTC;Compra Crédito;-3451
61386;782;2021-10-27 13:58:47 UTC;Compra Débito;-3449
11415;301;2016-01-07 11:57:34 UTC;Compra Débito;-3449
58848;325;2017-01-24 01:38:32 UTC;Compra Débito;-3449
44098;729;2022-12-03 06:05:09 UTC;Compra Débito;-3449
44886;886;2017-07-22 21:17:53 UTC;Compra Crédito;-3449
48610;894;2021-12-27 02:30:39 UTC;Compra Crédito;-3449
10232;964;2022-10-13 22:27:12 UTC;Compra Crédito;-3449
59370;233;2018-04-07 17:43:03 UTC;Compra Crédito;-3449
69317;308;2022-12-30 00:00:00.427348 UTC;Compra Débito;-3448
47982;734;2022-12-30 00:00:00 UTC;Compra Débito;-3448
11666;223;2022-12-29 23:39:19 UTC;Compra Débito;-3448
5139;546;2020-01-11 14:31:38 UTC;Compra Crédito;-3448
45257;45;2019-10-01 00:02:52 UTC;Compra Crédito;-3448
42654;61;2021-03-14 20:08:40 UTC;Compra Crédito;-3448
35205;95;2022-12-28 11:38:14 UTC;Compra Crédito;-3448
6490;684;2020-04-07 06:52:03 UTC;Compra Crédito;-3448
16660;709;2021-05-08 06:18:47 UTC;Compra Crédito;-3448
12471;471;2022-12-22 19:26:59 UTC;Compra Crédito;-3448
44971;445;2022-10-23 10:00:58 UTC;Compra Crédito;-3447
40982;358;2022-01-21 14:09:14 UTC;Pix - Realizado;-3447
3282;5;2015-08-18 13:58:02 UTC;Compra Débito;-3446
23203;31;2018-10-29 15:21:55 UTC;Compra Crédito;-3446
9444;88;2022-01-15 09:49:02 UTC;Compra Crédito;-3446
25165;112;2022-12-19 21:13:52 UTC;Compra Crédito;-3446
47033;405;2022-12-29 23:44:00 UTC;Compra Crédito;-3446
40826;787;2022-04-06 20:32:49 UTC;Pix - Realizado;-3446
60291;909;2022-05-14 10:46:38 UTC;Compra Débito;-3445
66714;402;2022-12-30 00:00:00.775831 UTC;Compra Débito;-3445
54420;977;2021-06-15 04:03:53 UTC;Compra Débito;-3445
60806;226;2022-12-29 23:59:23 UTC;Compra Débito;-3445
50177;17;2022-12-29 23:59:59.057985 UTC;Compra Crédito;-3445
49189;35;2017-05-04 23:56:33 UTC;Compra Crédito;-3445
54834;250;2022-12-29 23:59:37 UTC;Compra Crédito;-3445
48243;254;2013-08-17 04:29:02 UTC;Compra Crédito;-3445
70940;858;2022-04-14 16:47:44 UTC;Pix - Realizado;-3445
4186;486;2015-11-20 05:15:02 UTC;Compra Crédito;-3444
22963;746;2021-12-19 18:46:23 UTC;Compra Crédito;-3444
17173;795;2022-12-29 22:25:26 UTC;Pix - Realizado;-3444
40026;40;2022-09-24 17:07:22 UTC;Pix - Realizado;-3444
29537;250;2022-07-26 20:53:16 UTC;Compra Débito;-3443
38983;73;2015-03-25 23:36:34 UTC;Compra Crédito;-3443
49677;531;2021-11-24 12:50:02 UTC;Pix - Realizado;-3443
57342;72;2022-12-29 23:41:11 UTC;Pix - Realizado;-3443
43483;350;2022-10-15 12:33:23 UTC;Pix - Realizado;-3443
23566;917;2021-04-25 10:48:28 UTC;Pix - Realizado;-3443
9179;736;2021-12-30 07:24:35 UTC;Pix - Realizado;-3443
13340;955;2020-09-11 18:25:15 UTC;Compra Crédito;-3442
27461;810;2020-03-04 11:56:15 UTC;Compra Débito;-3441
43741;852;2016-07-15 04:31:39 UTC;Compra Débito;-3441
38912;349;2019-10-19 23:01:04 UTC;Compra Débito;-3441
5723;107;2020-07-11 07:10:01 UTC;Compra Débito;-3441
28465;207;2022-12-29 23:36:44 UTC;Compra Débito;-3441
52816;217;2022-12-30 00:00:00.582812 UTC;Compra Débito;-3441
27118;941;2022-10-23 20:02:41 UTC;Compra Crédito;-3441
54262;450;2022-07-15 04:07:46 UTC;Compra Crédito;-3441
23160;8;2022-11-18 17:39:28 UTC;Compra Débito;-3439
20080;278;2021-02-10 05:37:11 UTC;Compra Débito;-3439
1371;564;2015-06-12 00:53:00 UTC;Compra Crédito;-3439
58678;440;2022-12-29 23:59:59.256796 UTC;Compra Crédito;-3439
